case_name,regime,variant,k,case_seed,scenario,method,method_seed,f_found,f_oracle,gap,recovered,oracle_verified,allocation,spend_fraction,n_function_evals,wall_time_s,censored,timestamp,censor_reason
Study_linear_k15_s10,convex,linear,15,10,Scenario 01,basin_hopping,10,85.88710324577482,85.88710147737852,-1.7683963022818716e-06,True,True,"[1.564325995611287e-07, 2.102623154053816e-07, 1.6453765095679448e-07, 2.0779503860081105e-07, 2.2493288396955641e-07, 1.50939491236973e-07, 1.908994186754153e-07, 2.150027976323019e-07, 1.3893988653572476e-07, 1.9242182028802022e-07, 1.654432896172777e-07, 1.4983891117898676e-07, 1.7638334104830792e-07, 99.9999974215892, 2.3458134195472196e-07]",0.9999999999999999,1077.0,14.493685199995525,False,2026-07-23T20:43:20+00:00,
Study_linear_k15_s9,convex,linear,15,9,Scenario 02,genetic_algorithm,9,78.75977777595331,81.39987306683943,2.640095290886123,False,True,"[0.0, 2.0661584192213716, 50.13377519123752, 5.0563637097783225, 0.0, 2.386812712394743, 0.0, 0.03709790955143091, 0.17118359608683623, 0.1213316567832941, 0.00013209172407387172, 0.4293878592707391, 9.496244552124852e-07, 15.963311546574694, 23.634444357752503]",0.9999999999999999,3050.0,26.227218300045934,False,2026-07-23T20:43:20+00:00,
Study_linear_k15_s9,convex,linear,15,9,Scenario 03,slsqp,9,81.77893772295181,81.77893497518107,-2.7477707362777437e-06,True,True,"[3.2237711134480976e-07, 3.0522714861645794e-07, 99.9999958649346, 2.873767148532893e-07, 2.4313182575085303e-07, 3.208460803026331e-07, 2.25266065776261e-07, 3.097199959119884e-07, 2.7846282046308777e-07, 3.125777575148393e-07, 2.1045719297129601e-07, 3.238255306231363e-07, 2.861978832726977e-07, 3.5534794736762657e-07, 3.542513207858427e-07]",1.0000000000000002,3481.0,27.823994900041725,False,2026-07-23T20:43:23+00:00,
Study_linear_k15_s10,convex,linear,15,10,Scenario 02,basin_hopping,10,85.95978054595211,85.95977928468879,-1.2612633213393565e-06,True,True,"[9.358140995166151e-08, 1.6324711746651336e-07, 1.011914876359343e-07, 1.6093076598812086e-07, 1.7376758898341413e-07, 1.1706534210890707e-07, 8.958924023262383e-08, 1.5406526448581064e-07, 7.905240498948943e-08, 1.4930204769544556e-07, 1.2821167669881412e-07, 8.203835416844715e-08, 1.3684475461148562e-07, 99.99999818308723, 1.8802531291370726e-07]",1.0,1037.0,5.244539700041059,False,2026-07-23T20:43:25+00:00,
Study_linear_k15_s9,convex,linear,15,9,Scenario 03,genetic_algorithm,9,79.13883968429495,81.77893497518107,2.640095290886123,False,True,"[0.0, 2.0661584192213716, 50.13377519123752, 5.0563637097783225, 0.0, 2.386812712394743, 0.0, 0.03709790955143091, 0.17118359608683623, 0.1213316567832941, 0.00013209172407387172, 0.4293878592707391, 9.496244552124852e-07, 15.963311546574694, 23.634444357752503]",0.9999999999999999,3050.0,29.78289740002947,False,2026-07-23T20:43:30+00:00,
Study_linear_k15_s10,convex,linear,15,10,Scenario 03,basin_hopping,10,86.0324590468966,86.03245709199905,-1.954897555833668e-06,True,True,"[1.708869362864812e-07, 2.3205218407222377e-07, 1.815881272038513e-07, 2.291139097259425e-07, 2.4838835376261597e-07, 1.6652565926571545e-07, 2.1077075206148866e-07, 2.3734030588009005e-07, 1.533655665856551e-07, 2.122617393885022e-07, 1.8265245878672003e-07, 1.6539779817552314e-07, 1.946516566025291e-07, 99.9999971511848, 2.638197520447118e-07]",1.0,1076.0,7.383566600037739,False,2026-07-23T20:43:37+00:00,
Study_linear_k15_s10,convex,linear,15,10,Scenario 01,genetic_algorithm,10,83.08528710770332,85.88710147737852,2.801814369675199,False,True,"[0.0, 0.0, 1.9878399542144172, 3.0573981997273703, 25.5480651860176, 0.010364819468573656, 2.096528138425556, 3.9406087610506533, 0.014583832583013028, 0.0, 0.0004873256692313014, 0.0, 0.00031127948314136077, 25.73344513847869, 37.61036736488174]",0.9999999999999999,3050.0,19.95625500002643,False,2026-07-23T20:43:38+00:00,
Study_linear_k15_s10,convex,linear,15,10,Scenario 01,slsqp,10,85.88710402978559,85.88710147737852,-2.552407067923923e-06,True,True,"[2.3403310518843142e-07, 3.1466857887846796e-07, 1.6808544595299795e-07, 2.8922657378905107e-07, 3.506324734618194e-07, 2.1829684785265112e-07, 2.829093075931991e-07, 2.945890704896138e-07, 2.123253274504407e-07, 2.658592997143207e-07, 2.4612848758054385e-07, 1.9294181067476024e-07, 2.1147531569087134e-07, 99.99999630948805, 4.093402981286245e-07]",1.0,5085.0,41.93955319997622,False,2026-07-23T20:43:42+00:00,
Study_linear_k15_s10,convex,linear,15,10,Scenario 02,genetic_algorithm,10,83.15796491501358,85.95977928468879,2.8018143696752134,False,True,"[0.0, 0.0, 1.9878399542144172, 3.0573981997273703, 25.5480651860176, 0.010364819468573656, 2.096528138425556, 3.9406087610506533, 0.014583832583013028, 0.0, 0.0004873256692313014, 0.0, 0.00031127948314136077, 25.73344513847869, 37.61036736488174]",0.9999999999999999,3050.0,20.582022699993104,False,2026-07-23T20:43:44+00:00,
Study_linear_k15_s11,convex,linear,15,11,Scenario 01,basin_hopping,11,89.1398520819158,89.13985164835054,-4.3356526191473677e-07,True,True,"[99.99999879798413, 7.183635683221376e-08, 9.972325067976924e-08, 8.28458437718781e-08, 7.182484798292309e-08, 6.669546640292374e-08, 6.902567323571538e-08, 9.971819638951038e-08, 8.458584841909004e-08, 8.982462374183772e-08, 8.632525701532279e-08, 1.1617089372944075e-07, 9.47513764383802e-08, 9.114813932859805e-08, 7.754010673598382e-08]",1.0000000000000002,836.0,3.8510717999888584,False,2026-07-23T20:43:46+00:00,
Study_linear_k15_s10,convex,linear,15,10,Scenario 02,slsqp,10,85.95978154370074,85.95977928468879,-2.2590119499454886e-06,True,True,"[2.0727397323920503e-07, 2.7908805291655357e-07, 1.4908409558906905e-07, 2.565390038350092e-07, 3.1096732077153346e-07, 1.9358606120825645e-07, 2.508692595712525e-07, 2.611864931816462e-07, 1.8829654598855442e-07, 2.3585677526694389e-07, 2.1827368003169334e-07, 1.7117837404940378e-07, 1.8756463152083856e-07, 99.99999673250987, 3.57725863412812e-07]",1.0,5070.0,29.07958459999645,False,2026-07-23T20:43:49+00:00,
Study_linear_k15_s10,convex,linear,15,10,Scenario 03,genetic_algorithm,10,83.23064272232385,86.03245709199905,2.801814369675199,False,True,"[0.0, 0.0, 1.9878399542144172, 3.0573981997273703, 25.5480651860176, 0.010364819468573656, 2.096528138425556, 3.9406087610506533, 0.014583832583013028, 0.0, 0.0004873256692313014, 0.0, 0.00031127948314136077, 25.73344513847869, 37.61036736488174]",0.9999999999999999,3050.0,14.045384500001092,False,2026-07-23T20:43:51+00:00,
Study_linear_k15_s11,convex,linear,15,11,Scenario 01,slsqp,11,89.13985208352908,89.13985164835054,-4.3517853498542536e-07,True,True,"[99.99999879009853, 7.309663723298969e-08, 1.016447178007127e-07, 8.436926055628143e-08, 7.335101326403757e-08, 6.788539821689021e-08, 7.031160481896951e-08, 1.0139600009063028e-07, 8.60561101541931e-08, 9.14951223064284e-08, 8.792667876210753e-08, 1.03792501114794e-07, 9.647459173049644e-08, 9.304870511425325e-08, 7.90531269761951e-08]",1.0,3231.0,15.115818999998737,False,2026-07-23T20:43:53+00:00,
Study_linear_k15_s11,convex,linear,15,11,Scenario 02,basin_hopping,11,89.36434169603908,89.3643412253233,-4.707157756911329e-07,True,True,"[99.9999986950715, 7.786695631036974e-08, 1.0825118438045068e-07, 8.992912963523047e-08, 7.78636603358084e-08, 7.246040339783205e-08, 7.487567100498137e-08, 1.0804470267641247e-07, 9.18604152969577e-08, 9.750919944140472e-08, 9.383775856026049e-08, 1.2632544081925513e-07, 1.0282080538822606e-07, 9.91108640547584e-08, 8.417231246522448e-08]",1.0000000000000002,837.0,4.3333480000146665,False,2026-07-23T20:43:53+00:00,
Study_linear_k15_s10,convex,linear,15,10,Scenario 03,slsqp,10,86.03245978545965,86.03245709199905,-2.6934606012218865e-06,True,True,"[1.9614034010865153e-07, 3.4743169720949385e-07, 2.3679481470376784e-07, 3.0593410989279927e-07, 3.29136473646456e-07, 2.341237602376142e-07, 2.8492144585464564e-07, 3.2992377356652217e-07, 1.7698242039349165e-07, 3.109729706618501e-07, 2.508770008988914e-07, 1.8809668802222292e-07, 1.9559614727510805e-07, 99.99999613364872, 4.794196172817352e-07]",0.9999999999999997,5033.0,28.708645700011402,False,2026-07-23T20:43:54+00:00,
Study_linear_k15_s11,convex,linear,15,11,Scenario 03,basin_hopping,11,89.58883112646123,89.58883080229604,-3.241651853613803e-07,True,True,"[99.99999909833423, 5.472157261274775e-08, 7.58987532640693e-08, 6.304089970933723e-08, 5.450146951232163e-08, 5.0716408393056176e-08, 5.251692366923764e-08, 7.572538083810707e-08, 6.430405178087874e-08, 6.835847382017123e-08, 6.566551687592192e-08, 7.557758795040158e-08, 7.208888143598474e-08, 6.954426199587131e-08, 5.90055998736927e-08]",1.0,840.0,4.3332888999721035,False,2026-07-23T20:43:58+00:00,
Study_linear_k15_s11,convex,linear,15,11,Scenario 01,genetic_algorithm,11,85.52905399133394,89.13985164835054,3.6107976570166045,False,True,"[34.62803751259294, 0.5260942065453307, 0.11768285090338082, 0.0, 0.0, 0.3151893902368365, 9.959809997908642e-06, 1.8878254775848413, 0.9954531308517309, 2.9660339138362186, 3.5431301237750583, 50.1696692492798, 2.8681957467543895, 1.5002724950530815, 0.4824059427763942]",1.0,3050.0,14.679959999979474,False,2026-07-23T20:43:59+00:00,
Study_linear_k15_s11,convex,linear,15,11,Scenario 02,slsqp,11,89.36434170945708,89.3643412253233,-4.841337784000643e-07,True,True,"[99.99999865927141, 7.976521003343184e-08, 1.1076552026964265e-07, 9.198125193645169e-08, 7.969141212219565e-08, 7.40400820996317e-08, 7.668028747963882e-08, 1.1054020363231812e-07, 9.390395141028595e-08, 9.971886446666255e-08, 9.595317189831019e-08, 1.3521732475883757e-07, 1.0507084922244657e-07, 1.0129497382742676e-07, 8.610549588358382e-08]",1.0000000000000002,3237.0,16.347275300009642,False,2026-07-23T20:44:03+00:00,
Study_linear_k15_s12,convex,linear,15,12,Scenario 01,basin_hopping,12,81.8913445156171,81.89134338548463,-1.1301324747137187e-06,True,True,"[1.1455292692037237e-07, 1.1923760767161788e-07, 1.1821855412722602e-07, 1.074059164371012e-07, 1.2154043740957917e-07, 1.4270043088592687e-07, 1.1310404029148298e-07, 1.0779857602401607e-07, 99.99999833993887, 1.3227423353277545e-07, 1.1185972138154005e-07, 1.0238638781515874e-07, 1.1973590820775563e-07, 1.1548089907371122e-07, 1.3376548324564671e-07]",1.0,904.0,4.64047089999076,False,2026-07-23T20:44:03+00:00,
Study_linear_k15_s11,convex,linear,15,11,Scenario 02,genetic_algorithm,11,85.7535435683067,89.3643412253233,3.6107976570166045,False,True,"[34.62803751259294, 0.5260942065453307, 0.11768285090338082, 0.0, 0.0, 0.3151893902368365, 9.959809997908642e-06, 1.8878254775848413, 0.9954531308517309, 2.9660339138362186, 3.5431301237750583, 50.1696692492798, 2.8681957467543895, 1.5002724950530815, 0.4824059427763942]",1.0,3050.0,15.747774399991613,False,2026-07-23T20:44:07+00:00,
Study_linear_k15_s11,convex,linear,15,11,Scenario 03,slsqp,11,89.58883116625009,89.58883080229604,-3.6395404379163665e-07,True,True,"[99.99999899038696, 6.043069594780645e-08, 8.400604363364097e-08, 6.988835273219504e-08, 6.030867549973819e-08, 5.614151725670375e-08, 5.816852635235111e-08, 8.373273795276015e-08, 7.118607437145327e-08, 7.568289390941891e-08, 7.270460895973923e-08, 9.546430999335303e-08, 7.967527390678754e-08, 7.675588871658243e-08, 6.546743636609913e-08]",0.9999999999999999,3231.0,16.561447500018403,False,2026-07-23T20:44:10+00:00,
Study_linear_k15_s11,convex,linear,15,11,Scenario 03,genetic_algorithm,11,85.97803314527944,89.58883080229604,3.6107976570166045,False,True,"[34.62803751259294, 0.5260942065453307, 0.11768285090338082, 0.0, 0.0, 0.3151893902368365, 9.959809997908642e-06, 1.8878254775848413, 0.9954531308517309, 2.9660339138362186, 3.5431301237750583, 50.1696692492798, 2.8681957467543895, 1.5002724950530815, 0.4824059427763942]",1.0,3050.0,15.580461199977435,False,2026-07-23T20:44:10+00:00,
Study_linear_k15_s12,convex,linear,15,12,Scenario 02,basin_hopping,12,82.29396107023162,82.29395911544337,-1.9547882459391985e-06,True,True,"[2.0110032230853585e-07, 2.0713504970795056e-07, 2.044030448030787e-07, 1.8644238352212255e-07, 2.1099283456855188e-07, 2.3977165893759534e-07, 1.9609289005111116e-07, 1.8689473034433092e-07, 99.99999712729593, 2.296580542057146e-07, 1.9376263893029972e-07, 1.774441858099773e-07, 2.0746951463077533e-07, 1.9984728945054351e-07, 2.3168948106775647e-07]",1.0000000000000002,898.0,4.505127699987497,False,2026-07-23T20:44:12+00:00,
Study_linear_k15_s12,convex,linear,15,12,Scenario 01,slsqp,12,81.89134759983726,81.89134338548463,-4.214352628650886e-06,True,True,"[4.322154730409482e-07, 4.458301583442863e-07, 4.4064696029829785e-07, 4.011293069098447e-07, 4.5311477311046523e-07, 5.245960625663354e-07, 4.221584679580593e-07, 4.025108618216948e-07, 99.99999380807, 4.940943149614865e-07, 4.1742887140426715e-07, 3.8185592048453533e-07, 4.4718010146698055e-07, 4.302007817032565e-07, 4.989679480409696e-07]",1.0,3395.0,23.320026600034907,False,2026-07-23T20:44:21+00:00,
Study_linear_k15_s12,convex,linear,15,12,Scenario 03,basin_hopping,12,82.6965772683174,82.69657484540214,-2.4229152586485725e-06,True,True,"[2.516446329914687e-07, 2.553468035963015e-07, 2.522405514003334e-07, 2.2996776117461472e-07, 2.599607655215575e-07, 3.0444272629921336e-07, 2.4227130709909903e-07, 2.3099909539552735e-07, 99.99999644061096, 2.8356088572394155e-07, 2.3968756626590816e-07, 2.1914679009926266e-07, 2.5647915583663486e-07, 2.469650836948847e-07, 2.866759223542527e-07]",1.0,898.0,10.92977659997996,False,2026-07-23T20:44:23+00:00,
Study_linear_k15_s12,convex,linear,15,12,Scenario 01,genetic_algorithm,12,78.45626392876612,81.89134338548463,3.435079456718512,False,True,"[0.0, 1.907208858303008, 1.1380284921899515, 0.6267767194845569, 0.5660030420503925, 19.149670357386313, 0.16569658060844925, 0.22298699914424036, 43.508607634209895, 15.904240476970754, 1.5488939756633389, 0.0017096411108755722, 0.0027531760036875845, 0.808814858017063, 14.448609188857493]",1.0000000000000002,3050.0,21.46218279999448,False,2026-07-23T20:44:24+00:00,
Study_linear_k15_s12,convex,linear,15,12,Scenario 02,slsqp,12,82.29396191186525,82.29395911544337,-2.796421881612332e-06,True,True,"[2.880108683408073e-07, 2.9766897315273605e-07, 2.934722145983641e-07, 2.682082351836703e-07, 3.030492909542746e-07, 3.2913276368168714e-07, 2.820335231541326e-07, 2.6860900173987867e-07, 99.99999588796844, 3.299927327804779e-07, 2.784966930259275e-07, 2.5471841203722673e-07, 2.981718126390053e-07, 2.874458848722353e-07, 3.3302115053482856e-07]",1.0,3469.0,23.56578130001435,False,2026-07-23T20:44:27+00:00,
Study_linear_k15_s12,convex,linear,15,12,Scenario 02,genetic_algorithm,12,78.85887965872489,82.29395911544337,3.4350794567184835,False,True,"[0.0, 1.907208858303008, 1.1380284921899515, 0.6267767194845569, 0.5660030420503925, 19.149670357386313, 0.16569658060844925, 0.22298699914424036, 43.508607634209895, 15.904240476970754, 1.5488939756633389, 0.0017096411108755722, 0.0027531760036875845, 0.808814858017063, 14.448609188857493]",1.0000000000000002,3050.0,20.819568799983244,False,2026-07-23T20:44:31+00:00,
Study_linear_k15_s13,convex,linear,15,13,Scenario 01,basin_hopping,13,82.93615420669207,82.93615371194244,-4.947496279328334e-07,True,True,"[0.0, 4.836603412519204e-08, 0.0, 4.324742066338335e-08, 1.2503055244559828e-08, 0.0, 4.101138814713849e-08, 6.685259181191018e-08, 5.1191587411536976e-08, 1.3987100135705159e-08, 0.0, 0.0, 99.99999925529177, 5.132346238352881e-08, 4.162255872929548e-07]",1.0,1625.0,7.371599700010847,False,2026-07-23T20:44:32+00:00,
Study_linear_k15_s12,convex,linear,15,12,Scenario 03,slsqp,12,82.69657727119959,82.69657484540214,-2.425797447358491e-06,True,True,"[2.50337405909635e-07, 2.5544879666240507e-07, 2.5214037973034117e-07, 2.301537600111833e-07, 2.6005107908997184e-07, 3.099494764860529e-07, 2.42052976108286e-07, 2.308615595882076e-07, 99.99999643731373, 2.837415004911475e-07, 2.3928444492543e-07, 2.191742198680964e-07, 2.5650624393760283e-07, 2.4679791448527324e-07, 2.861865277666477e-07]",1.0000000000000002,3374.0,22.513488599972334,False,2026-07-23T20:44:32+00:00,
Study_linear_k15_s12,convex,linear,15,12,Scenario 03,genetic_algorithm,12,79.26149538868363,82.69657484540214,3.435079456718512,False,True,"[0.0, 1.907208858303008, 1.1380284921899515, 0.6267767194845569, 0.5660030420503925, 19.149670357386313, 0.16569658060844925, 0.22298699914424036, 43.508607634209895, 15.904240476970754, 1.5488939756633389, 0.0017096411108755722, 0.0027531760036875845, 0.808814858017063, 14.448609188857493]",1.0000000000000002,3050.0,14.574145500024315,False,2026-07-23T20:44:36+00:00,
Study_linear_k15_s13,convex,linear,15,13,Scenario 02,basin_hopping,13,83.17248291550052,83.17248208255938,-8.329411400609388e-07,True,True,"[3.4034356791568025e-08, 8.962425442423155e-08, 0.0, 6.960994432987642e-08, 5.210003068469896e-08, 0.0, 0.0, 1.0897069541564837e-07, 3.099838729404325e-08, 0.0, 5.77097072862346e-09, 1.3892736460604696e-08, 99.99999862790547, 8.260650704875382e-08, 8.844866438744666e-07]",0.9999999999999999,1628.0,8.978467000008095,False,2026-07-23T20:44:41+00:00,
Study_linear_k15_s13,convex,linear,15,13,Scenario 01,genetic_algorithm,13,80.59828493194124,82.93615371194244,2.3378687800012017,False,True,"[0.2323638746713414, 3.879989965458577, 3.23962122578095e-05, 0.0, 0.0, 5.184195168906566, 5.211420199422461e-07, 4.310860629457633, 6.128850109664232, 2.20284691102295, 0.04358232607415083, 0.48095484250725806, 53.55655020473158, 3.1973338306002277, 20.768871834106502]",0.999864326145553,3050.0,15.430651999951806,False,2026-07-23T20:44:42+00:00,
Study_linear_k15_s13,convex,linear,15,13,Scenario 02,genetic_algorithm,13,80.8346133025582,83.17248208255938,2.3378687800011875,False,True,"[0.2323638746713414, 3.879989965458577, 3.23962122578095e-05, 0.0, 0.0, 5.184195168906566, 5.211420199422461e-07, 4.310860629457633, 6.128850109664232, 2.20284691102295, 0.04358232607415083, 0.48095484250725806, 53.55655020473158, 3.1973338306002277, 20.768871834106502]",0.999864326145553,3050.0,16.255755299993325,False,2026-07-23T20:44:49+00:00,
Study_linear_k15_s13,convex,linear,15,13,Scenario 03,basin_hopping,13,83.40881118795377,83.40881045317636,-7.347774158006359e-07,True,True,"[0.0, 8.366059116398086e-08, 0.0, 6.10737026805787e-08, 0.0, 1.1299194470874585e-08, 0.0, 9.84844271008611e-08, 7.712482333834673e-08, 9.313107005282943e-09, 0.0, 1.4478603509950852e-08, 99.99999862735329, 3.353977548854649e-08, 9.836724831837878e-07]",1.0,1634.0,8.305411800043657,False,2026-07-23T20:44:49+00:00,
Study_linear_k15_s14,convex,linear,15,14,Scenario 01,basin_hopping,14,85.62849549662283,85.62849195704264,-3.5395801916138225e-06,True,True,"[3.105876407438778e-07, 2.822925148684964e-07, 3.9916366981499753e-07, 3.5976977939399133e-07, 3.688985121588298e-07, 4.1670723650903446e-07, 3.69977856304494e-07, 2.9819123037507954e-07, 4.108682225391536e-07, 3.2627558742678185e-07, 99.99999494906231, 4.076973373926516e-07, 3.9203345959574665e-07, 4.369020159784674e-07, 2.7157261767329136e-07]",0.9999999999999999,928.0,4.416415999992751,False,2026-07-23T20:44:54+00:00,
Study_linear_k15_s13,convex,linear,15,13,Scenario 01,slsqp,13,82.93615416719433,82.93615371194244,-4.5525189307227265e-07,True,True,"[2.2674551044335876e-09, 3.6475744189786334e-08, 0.0, 3.830549240321728e-08, 2.1508870095248014e-08, 2.472581859422684e-08, 0.0, 3.327873185709711e-08, 2.6483919182149447e-08, 1.0229629589316369e-08, 0.0, 7.307296263960498e-10, 99.99999883810109, 2.9033633936686477e-08, 9.388588825990615e-07]",1.0,6455.0,32.62563100003172,False,2026-07-23T20:44:55+00:00,
Study_linear_k15_s13,convex,linear,15,13,Scenario 03,genetic_algorithm,13,81.07094167317516,83.40881045317636,2.3378687800012017,False,True,"[0.2323638746713414, 3.879989965458577, 3.23962122578095e-05, 0.0, 0.0, 5.184195168906566, 5.211420199422461e-07, 4.310860629457633, 6.128850109664232, 2.20284691102295, 0.04358232607415083, 0.48095484250725806, 53.55655020473158, 3.1973338306002277, 20.768871834106502]",0.999864326145553,3050.0,14.942059499968309,False,2026-07-23T20:44:57+00:00,
Study_linear_k15_s14,convex,linear,15,14,Scenario 02,basin_hopping,14,85.91240540229234,85.91240278880394,-2.6134883910344797e-06,True,True,"[2.2792784021525649e-07, 2.082965264597656e-07, 2.945055939517395e-07, 2.6566698993741873e-07, 2.7248439151308323e-07, 3.075289886482359e-07, 2.7322699595567723e-07, 2.1966924885765027e-07, 3.033692846916517e-07, 2.4038931360810443e-07, 99.99999627142557, 3.008071729366538e-07, 2.8909949554782463e-07, 3.2522647869727275e-07, 2.0037610239505439e-07]",1.0,909.0,4.166213000018615,False,2026-07-23T20:45:02+00:00,
Study_linear_k15_s13,convex,linear,15,13,Scenario 02,slsqp,13,83.17248262889152,83.17248208255938,-5.463321315346548e-07,True,True,"[6.503732288383852e-08, 7.212209637674905e-08, 5.004430018677552e-08, 5.258328927264959e-08, 6.619813494778916e-08, 6.27187062158514e-08, 3.930887306918028e-08, 7.69706344319034e-08, 6.482865774006848e-08, 6.496325648456817e-08, 5.64852597763636e-08, 4.331580791528778e-08, 99.99999910997361, 6.100284673755499e-08, 1.1444719792143835e-07]",1.0000000000000002,6447.0,32.38885460002348,False,2026-07-23T20:45:03+00:00,
Study_linear_k15_s14,convex,linear,15,14,Scenario 01,slsqp,14,85.6284958223354,85.62849195704264,-3.865292754312577e-06,True,True,"[3.310535589947705e-07, 3.087425076227663e-07, 4.3702499243534225e-07, 3.939830372400242e-07, 4.034942679482614e-07, 4.5567708874941726e-07, 4.0477125840632906e-07, 3.2546534029503497e-07, 4.4970216143678176e-07, 3.5644246741319605e-07, 99.9999944859089, 4.4645337820594267e-07, 4.284047344333654e-07, 4.762500518603481e-07, 2.966262471619134e-07]",1.0,3494.0,16.4216318000108,False,2026-07-23T20:45:05+00:00,
Study_linear_k15_s14,convex,linear,15,14,Scenario 01,genetic_algorithm,14,83.64064051801934,85.62849195704264,1.9878514390233022,False,True,"[0.0, 0.0001937317581272194, 0.24947746117482084, 2.4428944000061907, 0.00011782357913280126, 12.61883620112868, 0.007804245363825292, 0.0017676696180198809, 2.6404672618246434, 0.0, 72.36216770163493, 3.878233010944336, 1.1941953161994974, 4.60384517676781, 0.0]",1.0000000000000002,3050.0,14.088603899988811,False,2026-07-23T20:45:08+00:00,
Study_linear_k15_s13,convex,linear,15,13,Scenario 03,slsqp,13,83.40881100944378,83.40881045317636,-5.562674232351128e-07,True,True,"[0.0, 2.0017211521195818e-08, 0.0, 4.984144945339901e-08, 3.38217252979827e-08, 0.0, 9.60846149033836e-09, 7.826841354472746e-08, 3.602935036067767e-08, 0.0, 0.0, 0.0, 99.99999888510695, 3.4621748947966204e-08, 8.526846976970594e-07]",1.0,6452.0,32.042416299984325,False,2026-07-23T20:45:08+00:00,
Study_linear_k15_s14,convex,linear,15,14,Scenario 03,basin_hopping,14,86.19631883036334,86.19631362056526,-5.209798075611616e-06,True,True,"[4.5082694019760425e-07, 4.1617920501771393e-07, 5.884077900189418e-07, 5.304256772400211e-07, 5.440801623445026e-07, 6.151545098819217e-07, 5.457414588804778e-07, 4.388114578865786e-07, 6.069333985168821e-07, 4.807538579832152e-07, 99.9999925663137, 6.017903331061591e-07, 5.776741246430774e-07, 6.369892498712226e-07, 3.9991814074180724e-07]",1.0,924.0,4.2949279000167735,False,2026-07-23T20:45:10+00:00,
Study_linear_k15_s14,convex,linear,15,14,Scenario 02,slsqp,14,85.91240544807228,85.91240278880394,-2.6592683326498445e-06,True,True,"[2.2755620116133515e-07, 2.1271180141486138e-07, 3.003751928449949e-07, 2.712055625481547e-07, 2.7783135500700516e-07, 3.13756539364319e-07, 2.786042772928801e-07, 2.242758673875849e-07, 3.0976223279676936e-07, 2.4526030966063527e-07, 99.99999620591973, 3.074454065266779e-07, 2.9550218484245304e-07, 3.253589874271113e-07, 2.0443437044237848e-07]",1.0000000000000002,3489.0,16.19510700000683,False,2026-07-23T20:45:12+00:00,
Study_linear_k15_s15,convex,linear,15,15,Scenario 01,basin_hopping,15,87.6163966420828,87.61639357310756,-3.0689752463786135e-06,True,True,"[3.2614167097595084e-07, 2.3510878042252308e-07, 3.3008761782082553e-07, 2.711142404782839e-07, 2.7879008260344486e-07, 3.2765911981569775e-07, 2.5716911005753574e-07, 2.890701648190281e-07, 3.4749944479337257e-07, 3.521085055888245e-07, 3.1181281064070675e-07, 2.251341065730823e-07, 99.99999577617105, 3.613262178828348e-07, 3.108070897241071e-07]",1.0000000000000002,899.0,4.114785999991,False,2026-07-23T20:45:14+00:00,
Study_linear_k15_s14,convex,linear,15,14,Scenario 02,genetic_algorithm,14,83.92455134978064,85.91240278880394,1.9878514390233022,False,True,"[0.0, 0.0001937317581272194, 0.24947746117482084, 2.4428944000061907, 0.00011782357913280126, 12.61883620112868, 0.007804245363825292, 0.0017676696180198809, 2.6404672618246434, 0.0, 72.36216770163493, 3.878233010944336, 1.1941953161994974, 4.60384517676781, 0.0]",1.0000000000000002,3050.0,13.897491100011393,False,2026-07-23T20:45:16+00:00,
Study_linear_k15_s14,convex,linear,15,14,Scenario 03,slsqp,14,86.19631680953516,86.19631362056526,-3.1889698988152304e-06,True,True,"[2.7724018048852395e-07, 2.5556185511931306e-07, 3.615273546942762e-07, 3.263121519968316e-07, 3.342960062057294e-07, 3.7756360673516044e-07, 3.3477650230493583e-07, 2.696490359981427e-07, 3.7219143205876646e-07, 2.9501682565922555e-07, 99.99999544726332, 3.6934229448904856e-07, 3.551591438052167e-07, 3.781792843843604e-07, 2.4592099862645904e-07]",0.9999999999999999,3547.0,16.303926299966406,False,2026-07-23T20:45:20+00:00,
Study_linear_k15_s15,convex,linear,15,15,Scenario 02,basin_hopping,15,87.67474669062159,87.67474294242628,-3.7481953114593125e-06,True,True,"[3.989555146922396e-07, 2.8795864206337955e-07, 4.0300502603406133e-07, 3.3133764854385687e-07, 3.41340382779412e-07, 3.997584279422258e-07, 3.141181375047636e-07, 3.5276906588365907e-07, 4.246866750105911e-07, 4.2891483705721e-07, 3.8045298280760273e-07, 2.749707874976949e-07, 99.9999948409435, 4.413464373034536e-07, 3.7944192911903425e-07]",1.0,884.0,4.128117700049188,False,2026-07-23T20:45:20+00:00,
Study_linear_k15_s14,convex,linear,15,14,Scenario 03,genetic_algorithm,14,84.20846218154195,86.19631362056526,1.9878514390233164,False,True,"[0.0, 0.0001937317581272194, 0.24947746117482084, 2.4428944000061907, 0.00011782357913280126, 12.61883620112868, 0.007804245363825292, 0.0017676696180198809, 2.6404672618246434, 0.0, 72.36216770163493, 3.878233010944336, 1.1941953161994974, 4.60384517676781, 0.0]",1.0000000000000002,3050.0,14.73220389999915,False,2026-07-23T20:45:23+00:00,
